0.127259804	0.17584	Теплообменник ВТА_H_SS1FV DN40
0.163619748	0.22608	Теплообменник ВТА_H_SS1FV DN50
0.190889706	0.26376	Теплообменник ВТА_H_SS1,5FV DN40
0.345419468	0.47728	Теплообменник ВТА_H_SS1FV DN65
